,essay,error,message,frase
1154,129,0,,"A partir do fim do século XX, o otimismo e a auto estima vem crescendo na população mundial."
1155,129,1,Comma separating Subject from predicate; ,"Jovens com sentimento de extrema segurança e afirmação das próprias capacidades adensado pelos pais, vindo de um geração totalmente diferente."
1156,129,0,,"Essa auto afirmação mudou profundamente o caráter e personalidade dos jovens, levando os a se excluir de certos meios sociais por causa da sensação de superioridade dada pelos pais."
1157,129,1,Comma separating Subject from predicate; ,"Mais se engana quem pensa que isso afeta apenas os meios sociais, essa vertente atinge principalmente a área comercial e profissional."
1158,129,0,,"Se por um lado é positivo,  pelo fato de questionarem os métodos da empresa em que estão e levando os a criarem seu próprio negócio."
1159,129,0,,"Por outro é contraproducente já que essa atitude os leva à um caminho individual, sem a troca e melhorias de idéias."
1160,129,0,,A origem desse padrão vem sido construído desde o século XIX.
1161,129,0,,"Quando ocorreu uma corrida; não somente bélica, mas também de auto afirmação nacional das capacidades cientistas , filosóficas e físicas."
1162,129,0,,Mas que se diluiu com períodos de guerras ostensivas.
1163,129,0,,"Chegando à um tempo de calmaria mundial, a população se ver cercada de tecnologia, que avançava sem parar."
1164,129,0,,"Novamente começa um período de evolução tecnológica e afirmação, dessa vez individual."
1165,129,0,,Onde gênios desse meio são exemplos para uma nova geração que cresce pensando ter muita capacidade e talento.
1166,129,0,,"É preciso analisar mais à fundo tais ídolos, mostrar sua trajetória, que apesar de produzir resultados incríveis, é totalmente real."
1167,129,0,,Resultante de pesquisas e cooperação entre outros indivíduos.
1168,129,0,,"Puxar aquilo que inflama o ego dessa geração de volta à terra, execrando o simples sem excluir o extraordinário."
1169,130,2,Comma separating Subject from predicate; Missing comma between the 'aposto'; ,"O mito grego de Narciso, narra a história de um jovem que se apaixona por sua própria figura, deixando de lado a apaixonada ninfa, Eco ."
1170,130,1,Comma separating Subject from predicate; ,"A sociedade atual, imediatista e individualista, tal como é, traz a questão: Quem é que está livre de ser Narciso na vida?"
1171,130,0,,"Estudos sugerem que a educação dada pela família, pode influenciar em uma auto-confiança exacerbada por parte dos jovens."
1172,130,0,,"Mas, além da educação familiar, existe também, aquela exercida pela sociedade."
1173,130,1,Comma separating Subject from predicate; ,"A lógica de concorrência, seja ela, acadêmica e/ou de mercado, sustentam o ""culto ao eu"", na medida em que o marketing pessoal é a regra do jogo e vence aquele que melhor sabe se vender."
1174,130,0,,"Há ainda, as redes sociais, como palco do narcisismo."
1175,130,0,,"O microcosmo onde as pessoas tentam de diversas formas reproduzir o que vêem na mídia e ter seus 5 minutos de fama, assim como as celebridades da TV."
1176,130,0,,"Tratamento fotográfico, roupas novas, conquistas, qualidades, sejam elas genuínas ou não, tudo isso, é exposto na tentativa de concretizar uma auto-afirmação e obter reconhecimento do outro por meio de curtidas e comentários."
1177,130,0,,"Portanto, a própria atmosféra cultivada pela sociedade atual, que tira Deus e o místico do centro do universo e concede ao homem essa grandeza, mediante seus avanços cognitivos e técnológicos, atesta que ninguém está livre de ser Narciso na vida."
1178,130,0,,"Narciso, sou eu, você, e tudo que se cultiva tendo o ""eu"" como princípio, meio e fim."
1179,130,0,,"Sobre isso, diria Rita Lee, que egoísta é a pessoa que se interessa mais por si do que por mim, narcisista, é a pessoa que é mais bonita que eu, artista, a pessoa mais famosa que eu e a vítima, eu."
1180,130,0,,"Por que eu faço parte da turma do ""eu me acho"", mas você também, afinal, ninguém está livre de ser Narciso na vida."
1181,131,1,Missing comma between the 'aposto'; ,"Eu sou jovem, mas não faço parte da ""geração eu""."
1182,131,0,,Por quê?
1183,131,0,,"A minha crença de que não sou a pessoa mais importante do mundo é baseada no fato de que ninguém faz nada sozinho, direta ou indiretamente."
1184,131,0,,"Todos podemos ter uma certa medida de autonomia, ou seja, podemos, em outras palavras, ""nos virar sozinhos"", mas se agora escrevo estas palavras na tela do meu computador é porque um grupo de pessoas fez e trouxe antes todos os dispositivos que agora uso."
1185,131,0,,"Nada disso foi feito por mim e precisei dessas pessoas, mesmo que de forma indireta."
1186,131,0,,A sociedade é formada por pessoas.
1187,131,0,,Quando se pensa em si ignorando que mais pessoas estão à sua volta faz com que trabalhos e projetos importantes fiquem parados por conta dos conflitos gerados.
1188,131,0,,"Como já dito, nada se faz sozinho."
1189,131,0,,"Não sou da ""geração eu"", pois tomo as minhas decisões como indivíduo, sabendo que os meus direitos terminam quando a do outro começa ."
1190,132,0,,"Milhares de jovens possuem uma autoestima elevada, acreditando serem capazes de fazer qualquer coisa, serem mais que perfeitos em determinadas habilidades, desprezando quem ache o contrário."
1191,132,0,,"Isso se deve ao tratamento e a educação que esses jovens tiveram na infância, que os fez acreditarem serem competentes em diversas atividades, vetando que os mesmos pensem nas dificuldades e fracassos que isso trará."
1192,132,0,,"Embora jovem e com uma autoestima mediana, eu não me considero um representante desse tipo de jovem, da turma do ""eu me acho""."
1193,132,0,,"Por eu ter conhecimento das minhas capacidades em determinadas atividades, por saber analisar aspectos positivos e negativos relacionados à mim, reconhecer que não sou o melhor em algo que faço, reconhecer quando realmente estou errada, seja na vida pessoal ou profissional, eu não me considero um membro do ""eu me acho""."
1194,132,0,,"Durante toda a minha infância no meu processo de desenvolvimento, foi ensinado que irão chegar pessoas melhores que eu, eu não tenho que me convencer que sou melhor, sem a possibilidade de o fazer."
1195,132,0,,"Porém, deve acreditar que não é porque um sujeito sabe fazer bem algo, que quer dizer que você não pode fazer melhor."
1196,132,0,,"Com labor e dedicação é possível chegar até onde quer, consiste em não deixar a autoestima te prejudicar, deixando a em um nível correto: nem tão baixa, nem tão alta."
1197,132,1,Comma separating Subject from predicate; ,"Com isso, para diminuir o índice de jovens pertencentes ao grupo do ""eu me acho"", é necessário que seja discutido e ensinado desde sua infância, por pais e educadores, por meio de atividades escolares, dinâmicas, filmes e livros, que um indivíduo não é bom em tudo o que faz, que podem haver erros e fracassos, assim como acertos e vitórias."
1198,133,0,,É notório que o crescimento no número de narcisistas está atrelado ao tipo de criação que eles têm recebido.
1199,133,0,,"Além disso, essas pessoas têm o convívio social prejudicado."
1200,133,0,,"A criação que se recebe na infância e na adolescência, molda a maneira como as pessoas enxergaram o mundo e a si mesmos, uma vez que, nessas duas fases da vida são construídas as percepções do ser humano."
1201,133,0,,"Por isso, os pais devem ficar atentos aos tipos de situações que seus filhos estão sendo expostos."
1202,133,0,,"Por essa relevância,  nota-se que o narcisismo pode ser evitado nos jovens através de cuidados tomados pelos pais ainda nos primeiros estágios de desenvolvimento da criança."
1203,133,0,,"Os indivíduos que se tornam narcisistas, muitas vezes em decorrência da criação, tem o convívio em sociedade prejudicado, posto que não conseguem manter relacionamentos saudáveis."
1204,133,0,,"Por isso, pessoas da turma do ""eu me acho"", muitas vezes são excluídos de grupos sociais devido a comportamentos incompatíveis com os padrões da sociedade."
1205,133,1,Comma separating Subject from predicate; ,"Logo, essas pessoas que nutre uma paixão excessiva por si mesmo , devem, percebendo dificuldades de socialização, mudar a maneira de se expor frente á população."
1206,133,0,,"Dessa forma, percebe-se que o narcisismo é uma característica prejudicial ao convívio social das pessoas."
1207,133,1,Comma separating Subject from predicate; ,"Por essa relevância, para evitar que esse adjetivo seja inerente ao ser humano, deve haver cuidados na criação das crianças e adolescentes."
1208,134,0,,"Ultimamente, não está na pauta dos jovens a ideia do sacrifício e do esforço, visto que a maioria ocupa-se de uma autoestima exacerbada sobre si mesmo."
1209,134,0,,"Todavia, essa afirmação cabe, predominantemente, aos jovens de renda média ou alta, pois os de renda baixa reconhecem bem suas necessidades e a precisão de seus esforços."
1210,134,0,,"Como apontava Froide , sem trauma não há crescimento."
1211,134,0,,"Só para exemplificar, desde o princípio, as necessidades básicas a serem supridas são confundidas com o exagerado consumismo ."
1212,134,0,,"Ao sair com seu filho, o pai raramente negará a ele o que o mesmo pede."
1213,134,0,,"Posteriormente, quando tornar-se um adulto, terá dificuldade em dizer não a si mesmo."
1214,134,0,,"O desejo de consumo estará enraizado e ele estará educadamente pronto para consumir, mas não para frustar-se ."
1215,134,0,,Existirá nele uma dificuldade em lidar com o que der errado.
1216,134,2,Comma separating Subject from predicate; Missing comma between the 'aposto'; ,"Ora, se um jovem está triste, logo procura alegrar-se, se está com tédio, logo procura uma distração, se está com febre, pesquisa no ""Doutor Google"" e medica-se de imediato."
