essay|error|message|frase
602|repetition:DUPLICATED_TOKEN|Repetição de palavras.|Pode-se dizer, portanto, que o eleitorado não deve se influenciar pelo o que é mostra , pois candidatos fizeram um verdadeiro teatro, e foram acusados de corrupção, é necessário a conscientização da sociedade na hora de votar, não ser manipulados , buscar conhecimento, visto que as propagandas eleitoras custam milhões aos cofres públicos
602|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Pode-se dizer, portanto, que o eleitorado não deve se influenciar pelo o que é mostra , pois candidatos fizeram um verdadeiro teatro, e foram acusados de corrupção, é necessário a conscientização da sociedade na hora de votar, não ser manipulados , buscar conhecimento, visto que as propagandas eleitoras custam milhões aos cofres públicos
602|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Pode-se dizer, portanto, que o eleitorado não deve se influenciar pelo o que é mostra , pois candidatos fizeram um verdadeiro teatro, e foram acusados de corrupção, é necessário a conscientização da sociedade na hora de votar, não ser manipulados , buscar conhecimento, visto que as propagandas eleitoras custam milhões aos cofres públicos
604|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Uma vez que a mídia exerce esse poder decisivo é necessário regulamentar as propagandas e os horários disponíveis para cada candidato igualmente , a fim de promover uma corrida eleitoral justa e igualitária
604|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.| Esse fato torna as propagandas eleitorais gratuitas antidemocráticas , uma vez que a democracia é uma forma de governo em que todos os cidadãos elegíveis participam igualmente
605|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Nesse ano de 2014, os brasileiros estão vivenciando, mais um período de eleições, e não é difícil encontrar propagandas políticas tanto em cartazes, panfletos e até mesmo na TV, com os Horários Políticos que são obrigatórios , com as promessas de sempre dos mesmos candidatos
605|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.| Tais propagandas que tem como intuito orientar o cidadão para a sua escolha de voto , mas não está sendo de muita valia, pelo fato do povo brasileiro não ser politizado, e no dia de votar, ele escolhe o mesmo político que investiu uma quantia absurda em dinheiro no período de candidatura, mas não faz o mesmo na hora de investir nas melhorais dos problemas públicos e cumprir suas promessas
606|xml:91|"Alguns nomes regem a preposição ""a"", logo há crase aqui."|O horário gratuito destinado as propagandas eleitorais, já estão sendo transmitidas , seja nos rádios ou nas televisões
606|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|O horário gratuito destinado as propagandas eleitorais, já estão sendo transmitidas , seja nos rádios ou nas televisões
606|xml:114|Os determinantes concordam com o substantivo a que se referem.| Mas, será que o povo tem interesse em assistir e analisar as propostas transmitidas? Esses propagandas atingem com sucesso a toda população como é de interesse? A que parcela da população essas propagandas atingem ?Infelizmente numa população onde a falta de incentivos a educação é gritante, e a falta de senso critico da maior parcela da população é um reflexo, as propagandas eleitorais não tem influencias positivas significativas, pois essa população não tem interesse em discutir sobre esse assunto, afinal suas preocupações estão voltados a trabalho, salário e moradia
606|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.| Mas, será que o povo tem interesse em assistir e analisar as propostas transmitidas? Esses propagandas atingem com sucesso a toda população como é de interesse? A que parcela da população essas propagandas atingem ?Infelizmente numa população onde a falta de incentivos a educação é gritante, e a falta de senso critico da maior parcela da população é um reflexo, as propagandas eleitorais não tem influencias positivas significativas, pois essa população não tem interesse em discutir sobre esse assunto, afinal suas preocupações estão voltados a trabalho, salário e moradia
606|xml:117|Verificou-se erro de concordância entre o sujeito e o verbo.| Mas, será que o povo tem interesse em assistir e analisar as propostas transmitidas? Esses propagandas atingem com sucesso a toda população como é de interesse? A que parcela da população essas propagandas atingem ?Infelizmente numa população onde a falta de incentivos a educação é gritante, e a falta de senso critico da maior parcela da população é um reflexo, as propagandas eleitorais não tem influencias positivas significativas, pois essa população não tem interesse em discutir sobre esse assunto, afinal suas preocupações estão voltados a trabalho, salário e moradia
606|xml:117|Verificou-se erro de concordância entre o sujeito e o verbo.| Mas para outra parcela tais propagandas tem o reflexo de apenas deixar o candidato mais popular
607|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Infelizmente, dentre os políticos sérios tem aqueles que acabam utilizando este tempo para passar sua proposta mas de postura informal, utilizando musicas , rimas, roupas inapropriadas e brincadeiras que acabam desanimando quem os assistem 
607|xml:118|Verificou-se erro de concordância entre o sujeito e o verbo.|Contudo a maioria da população preferem assistir aos debates que a mídia promove nesta época, pois são formadas de perguntas objetivas fazendo com que os políticos as respondam na hora sem ter textos decorados ou brincadeiras, ainda mais que o ambiente se torna formal e agradável a quem assiste
607|xml:97|Regência do verbo incorreta.|O horário eleitoral é de extrema importância para podermos ter em mente quem vamos votar para governar nosso pais , mas queremos mudanças, com propostas sérias, sem brincadeiras, alias  temos de ter conhecimento nas melhores propostas já que este horário é pago com nossos impostos que saem dos cofres públicos
607|xml:114|Os determinantes concordam com o substantivo a que se referem.|O horário eleitoral é de extrema importância para podermos ter em mente quem vamos votar para governar nosso pais , mas queremos mudanças, com propostas sérias, sem brincadeiras, alias  temos de ter conhecimento nas melhores propostas já que este horário é pago com nossos impostos que saem dos cofres públicos
607|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|O horário eleitoral é de extrema importância para podermos ter em mente quem vamos votar para governar nosso pais , mas queremos mudanças, com propostas sérias, sem brincadeiras, alias  temos de ter conhecimento nas melhores propostas já que este horário é pago com nossos impostos que saem dos cofres públicos
607|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|O horário eleitoral é de extrema importância para podermos ter em mente quem vamos votar para governar nosso pais , mas queremos mudanças, com propostas sérias, sem brincadeiras, alias  temos de ter conhecimento nas melhores propostas já que este horário é pago com nossos impostos que saem dos cofres públicos
608|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.| Veem-se políticos de vários partidos por todos os lados prometendo mudanças (muitas vezes fajutas e que são prometidas em todas as eleições, mas não se desenvolvem ), esses mesmos políticos andando pelas ruas (especialmente nos lugares mais pobres) abraçando velhinhas e segurando bebês no colo (o que nenhum brasileiro mais aguenta ver) e também disputando espaço no malfadado horário político eleitoral
608|xml:114|Os determinantes concordam com o substantivo a que se referem.| Não fosse isso, o programa é televisionado em um horário em que a maioria das pessoas chega em casa depois de um dia inteiro de trabalho e muitos consideram que o programa atrapalha sua entretenimento normal na TV
609|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Inúmeras vezes escutamos das pessoas ao nosso redor que o voto nulo de nada adiantaria, que seria  como jogar aos ventos nossa escolha sobre a política brasileira, e que de qualquer forma um candidato seria eleito
609|xml:124|O adjetivo na função de predicativo concorda com o sujeito.| O voto nulo é uma forma de protesto mais válido que sair quebrando tudo nas ruas ou ofendendo os políticos
609|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Muitas vezes votamos em candidatos que não estamos satisfeitos, que talvez, dos piores seja o melhor , e isso sim seria jogar nosso voto fora
609|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.| Como podemos votar em uma pessoa que nos representará de forma justa no senado ? E por que reclamamos tanto dos políticos e mesmo assim continuamos a votar nos mesmos ? Seria mesmo o voto nulo inválido e eleger um corrupto uma proposta válida?A mídia incentiva tanto as pessoas a escolher um candidato que nos sentimos na obrigação de fazê-lo, mesmo contra a nossa vontade
609|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.| Como podemos votar em uma pessoa que nos representará de forma justa no senado ? E por que reclamamos tanto dos políticos e mesmo assim continuamos a votar nos mesmos ? Seria mesmo o voto nulo inválido e eleger um corrupto uma proposta válida?A mídia incentiva tanto as pessoas a escolher um candidato que nos sentimos na obrigação de fazê-lo, mesmo contra a nossa vontade
609|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Talvez se parássemos de reclamar um pouco,  e colocasse mais a nossa ideia sobre esse tipo de voto para cada um dos eleitores, com a ajuda da mídia e até mesmo de candidatos justos que ainda existem no nosso país, conseguiríamos um Brasil mais justo e democrático
610|xml:17|O adjetivo concorda com o substantivo a que se refere.|Com as eleições perto  , os brasileiros já começam a escolher quem os representarão no governo nos próximos quatro anos
610|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Com as eleições perto  , os brasileiros já começam a escolher quem os representarão no governo nos próximos quatro anos
610|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| No entanto, alguns eleitores pensam em anularem  seus votos, assim, atacam à atual política e se manifestam contra ela
610|xml:17|O adjetivo concorda com o substantivo a que se refere.| Esse ato será um manifesto contra alguns político corruptos que não ajudam o país
610|xml:124|O adjetivo na função de predicativo concorda com o sujeito.| Muitos perguntam se anularem seus votos é válido, e a resposta é sim, mas esse ato é irracional
